IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(363.5mm),Ch18(383.5mm),Ch19(403.5mm),Ch20(423.5mm),Ch21(443.5mm),Ch22(463.5mm),Ch23(483.5mm),Ch24(503.5mm),Ch25(523.5mm),Ch26(543.5mm),Ch27(563.5mm),Ch28(583.5mm),Ch29(0.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
10.50000,0.00000,0.74206,0.76969,0.78628,0.80604,0.81606,0.83420,0.84613,0.85616,0.86833,0.87492,0.88272,0.88746,1.01991,1.01986,1.02016,1.01984,0.00000
10.51000,0.00000,0.74591,0.76769,0.78438,0.80189,0.81380,0.83338,0.84608,0.85558,0.86674,0.87189,0.88014,0.88606,1.01996,1.02001,1.01986,1.02011,0.00000
10.52000,0.00000,0.74161,0.75991,0.78152,0.79860,0.80671,0.83126,0.84434,0.85223,0.86499,0.87246,0.87938,0.88442,1.02001,1.01991,1.01991,1.01989,0.00000
10.53000,0.00000,0.73634,0.75333,0.77819,0.79131,0.80283,0.82615,0.83985,0.84673,0.85859,0.86512,0.87392,0.87840,1.01975,1.02001,1.02001,1.01989,0.00000
10.54000,0.00000,0.73695,0.75943,0.77608,0.79339,0.81249,0.82502,0.83873,0.84757,0.85822,0.86553,0.87306,0.88028,1.01996,1.02001,1.02001,1.02000,0.00000
10.55000,0.00000,0.73690,0.75985,0.77555,0.79349,0.81459,0.82445,0.83842,0.84830,0.85875,0.86645,0.87518,0.87980,1.01981,1.02006,1.01986,1.02000,0.00000
10.56000,0.00000,0.73457,0.75475,0.77565,0.79243,0.80015,0.82522,0.83796,0.84768,0.85949,0.86614,0.87463,0.87994,1.01996,1.01981,1.02001,1.01984,0.00000
10.57000,0.00000,0.73457,0.75186,0.77370,0.79086,0.79789,0.82357,0.83602,0.84532,0.85721,0.86542,0.87286,0.87686,1.01991,1.01991,1.01996,1.02000,0.00000
10.58000,0.00000,0.73087,0.75013,0.76989,0.78828,0.80235,0.82213,0.83506,0.84422,0.85679,0.86409,0.87114,0.87498,1.01986,1.01996,1.01991,1.02011,0.00000
10.59000,0.00000,0.73219,0.75002,0.76973,0.78686,0.80109,0.82140,0.83500,0.84537,0.85779,0.86368,0.87104,0.87599,1.01991,1.01996,1.02006,1.01984,0.00000
10.60000,0.00000,0.73092,0.75228,0.76698,0.78428,0.81868,0.81980,0.83429,0.84511,0.85806,0.85834,0.86704,0.87161,1.01986,1.01986,1.01996,1.01995,0.00000
10.61000,0.00000,0.74333,0.76905,0.77433,0.79379,0.81957,0.82548,0.83919,0.85406,0.86722,0.86635,0.87296,0.88071,1.01986,1.01996,1.01986,1.01984,0.00000
10.62000,0.00000,0.73644,0.75801,0.77803,0.79425,0.80109,0.82553,0.83904,0.85087,0.86399,0.86702,0.87503,0.87927,1.01996,1.01986,1.01991,1.02000,0.00000
10.63000,0.00000,0.73254,0.75070,0.77306,0.78807,0.80361,0.82238,0.83654,0.84773,0.85769,0.86219,0.87023,0.87551,1.01991,1.01986,1.02011,1.02000,0.00000
10.64000,0.00000,0.73619,0.76106,0.77396,0.79455,0.82314,0.82527,0.83796,0.85129,0.86187,0.86635,0.87382,0.88028,1.01991,1.02006,1.01996,1.02000,0.00000
10.65000,0.00000,0.73933,0.76201,0.77771,0.79825,0.82383,0.82961,0.84164,0.85616,0.86791,0.87241,0.87984,0.88476,1.01996,1.01991,1.01986,1.02000,0.00000
10.66000,0.00000,0.74738,0.77216,0.78089,0.79865,0.81947,0.83106,0.84332,0.85815,0.87024,0.87236,0.88029,0.88466,1.02001,1.01991,1.01996,1.01984,0.00000
10.67000,0.00000,0.74874,0.76990,0.78416,0.80230,0.81810,0.83343,0.84567,0.86197,0.87262,0.87528,0.88257,0.88712,1.02007,1.02006,1.01981,1.02005,0.00000
10.68000,0.00000,0.74252,0.76001,0.78226,0.79688,0.81112,0.83229,0.84491,0.85851,0.86971,0.87159,0.87989,0.88211,1.01991,1.01991,1.02006,1.01995,0.00000
10.69000,0.00000,0.73700,0.75507,0.77660,0.78762,0.80965,0.82904,0.84297,0.85485,0.86536,0.86660,0.87483,0.87917,1.01991,1.01996,1.02001,1.01989,0.00000
10.70000,0.00000,0.73766,0.76017,0.77650,0.78903,0.82351,0.82868,0.84286,0.85605,0.86711,0.86727,0.87488,0.88158,1.01991,1.01996,1.01996,1.02005,0.00000
10.71000,0.00000,0.74196,0.76159,0.77967,0.79232,0.80965,0.83008,0.84399,0.85668,0.86754,0.87143,0.87898,0.88548,1.01996,1.01996,1.01996,1.02000,0.00000
10.72000,0.00000,0.73315,0.75249,0.77507,0.78407,0.80965,0.82595,0.84062,0.85035,0.86277,0.86635,0.87513,0.88047,1.01991,1.02006,1.01996,1.02000,0.00000
10.73000,0.00000,0.73695,0.75428,0.77565,0.79060,0.80855,0.82703,0.84103,0.85255,0.86515,0.86845,0.87609,0.88278,1.01986,1.01996,1.01996,1.01984,0.00000
10.74000,0.00000,0.73285,0.75623,0.77491,0.78686,0.80540,0.82491,0.83863,0.84946,0.86176,0.86322,0.87230,0.87739,1.01991,1.01996,1.02001,1.02011,0.00000
10.75000,0.00000,0.73781,0.76033,0.77560,0.78762,0.80760,0.82404,0.83812,0.84799,0.86012,0.86686,0.87518,0.88221,1.01996,1.02001,1.02001,1.01989,0.00000
10.76000,0.00000,0.73113,0.75312,0.77470,0.78372,0.79626,0.82290,0.83602,0.84527,0.85779,0.86409,0.87372,0.87801,1.01996,1.01996,1.01986,1.02000,0.00000
10.77000,0.00000,0.72799,0.75139,0.77121,0.78392,0.80713,0.82032,0.83521,0.84459,0.85615,0.86347,0.87114,0.87676,1.01986,1.01996,1.01986,1.02000,0.00000
10.78000,0.00000,0.73351,0.75502,0.77444,0.78736,0.80708,0.82269,0.83669,0.84783,0.86060,0.86609,0.87392,0.88115,1.01996,1.01996,1.01981,1.02000,0.00000
10.79000,0.00000,0.73295,0.75775,0.77401,0.78883,0.80246,0.82145,0.83582,0.84490,0.85742,0.86635,0.87422,0.88143,1.02001,1.01996,1.02006,1.02000,0.00000
10.80000,0.00000,0.73133,0.74929,0.77164,0.78473,0.80283,0.82058,0.83511,0.84490,0.85779,0.86496,0.87367,0.87864,1.02001,1.01991,1.01996,1.02011,0.00000
10.81000,0.00000,0.73001,0.75854,0.77090,0.78564,0.81884,0.82053,0.83485,0.84548,0.85626,0.85988,0.86962,0.87536,1.01991,1.02001,1.01996,1.02000,0.00000
10.82000,0.00000,0.72875,0.74865,0.77327,0.78134,0.79910,0.82326,0.83638,0.84679,0.85816,0.86209,0.87053,0.87628,1.02001,1.01986,1.01991,1.01995,0.00000
10.83000,0.00000,0.72865,0.75460,0.77259,0.78104,0.80708,0.82166,0.83511,0.84448,0.85567,0.86142,0.86917,0.87469,1.01991,1.02006,1.01986,1.01995,0.00000
10.84000,0.00000,0.72576,0.74539,0.76989,0.77917,0.80892,0.82125,0.83511,0.84527,0.85705,0.86014,0.86795,0.87421,1.01981,1.01981,1.01996,1.02000,0.00000
10.85000,0.00000,0.73249,0.75733,0.76994,0.78494,0.80661,0.82409,0.83694,0.84836,0.86303,0.86707,0.87331,0.88023,1.02001,1.02006,1.02001,1.01989,0.00000
10.86000,0.00000,0.73462,0.75707,0.77264,0.78311,0.80970,0.82218,0.83587,0.84658,0.85917,0.86419,0.87094,0.87575,1.01991,1.01996,1.01986,1.02005,0.00000
10.87000,0.00000,0.73583,0.75691,0.77592,0.78701,0.81191,0.82476,0.83750,0.85008,0.86388,0.86604,0.87149,0.87758,1.01996,1.02001,1.02001,1.01989,0.00000
10.88000,0.00000,0.73482,0.75407,0.77713,0.78564,0.80571,0.82584,0.83745,0.84846,0.86356,0.86927,0.87584,0.87975,1.01996,1.02001,1.02001,1.02000,0.00000
10.89000,0.00000,0.73027,0.75055,0.77269,0.78615,0.80487,0.82373,0.83679,0.84694,0.86028,0.86655,0.87412,0.87898,1.01991,1.01996,1.01996,1.02005,0.00000
10.90000,0.00000,0.72677,0.74760,0.77026,0.78301,0.80529,0.82176,0.83633,0.84611,0.85853,0.86553,0.87392,0.87874,1.01991,1.01986,1.02006,1.02005,0.00000
10.91000,0.00000,0.73123,0.75276,0.77111,0.78661,0.80508,0.82357,0.83766,0.84909,0.86272,0.86922,0.87549,0.88230,1.01986,1.01991,1.02001,1.02000,0.00000
10.92000,0.00000,0.73558,0.76022,0.77285,0.78554,0.81217,0.82197,0.83735,0.84935,0.86070,0.86789,0.87549,0.88206,1.02007,1.01991,1.02001,1.02000,0.00000
10.93000,0.00000,0.74176,0.77200,0.77919,0.79394,0.81774,0.82703,0.84113,0.85537,0.86886,0.87277,0.88100,0.88649,1.01986,1.01996,1.01986,1.01995,0.00000
10.94000,0.00000,0.73730,0.76175,0.77771,0.79232,0.80571,0.82677,0.84082,0.85286,0.86573,0.86897,0.87827,0.88278,1.01991,1.01996,1.01996,1.02000,0.00000
10.95000,0.00000,0.72971,0.75181,0.77359,0.78909,0.80235,0.82414,0.83842,0.84841,0.85917,0.86409,0.87296,0.87681,1.01996,1.02001,1.01981,1.01989,0.00000
10.96000,0.00000,0.73234,0.74871,0.77158,0.78630,0.80682,0.82347,0.83853,0.84778,0.85906,0.86306,0.87124,0.87753,1.01986,1.01996,1.01986,1.01989,0.00000
10.97000,0.00000,0.73011,0.74734,0.77031,0.78296,0.80918,0.82274,0.83725,0.84679,0.86028,0.86204,0.87089,0.87719,1.02001,1.01996,1.02006,1.02000,0.00000
10.98000,0.00000,0.73103,0.75654,0.77359,0.78585,0.81306,0.82646,0.83883,0.84961,0.86272,0.86512,0.87362,0.88076,1.01986,1.02001,1.01991,1.02005,0.00000
10.99000,0.00000,0.73219,0.75396,0.77359,0.78747,0.81102,0.82605,0.83761,0.84757,0.86123,0.86419,0.87286,0.87845,1.01996,1.02001,1.01991,1.02000,0.00000
11.00000,0.00000,0.73649,0.76054,0.77386,0.78893,0.80991,0.82631,0.83883,0.84972,0.86399,0.86702,0.87483,0.88153,1.02007,1.01996,1.01991,1.02000,0.00000
11.01000,0.00000,0.73432,0.75628,0.77349,0.78772,0.80298,0.82450,0.83705,0.84679,0.86017,0.86435,0.87276,0.87850,1.01991,1.01996,1.01991,1.02000,0.00000
11.02000,0.00000,0.73973,0.76695,0.77401,0.79091,0.81732,0.82465,0.83822,0.84951,0.86325,0.86563,0.87402,0.88187,1.02001,1.01996,1.01996,1.02000,0.00000
11.03000,0.00000,0.73958,0.76117,0.77687,0.78939,0.81159,0.82703,0.83939,0.85056,0.86378,0.86650,0.87453,0.88018,1.01991,1.02001,1.01981,1.02016,0.00000
11.04000,0.00000,0.73776,0.75896,0.77502,0.78630,0.81375,0.82595,0.83822,0.84747,0.86070,0.86337,0.87154,0.87792,1.01991,1.02001,1.01996,1.01995,0.00000
11.05000,0.00000,0.73558,0.75244,0.77153,0.78504,0.79595,0.82414,0.83669,0.84459,0.85763,0.86327,0.87094,0.87609,1.01991,1.01996,1.01996,1.02016,0.00000
11.06000,0.00000,0.73624,0.76185,0.77026,0.78777,0.81044,0.82274,0.83557,0.84375,0.85631,0.86157,0.86947,0.87416,1.01986,1.02011,1.01996,1.01984,0.00000
11.07000,0.00000,0.73538,0.75559,0.77127,0.78590,0.80913,0.82419,0.83669,0.84501,0.86044,0.86414,0.87159,0.87671,1.02001,1.01991,1.01996,1.02000,0.00000
11.08000,0.00000,0.74469,0.76995,0.77444,0.79410,0.82808,0.82600,0.83725,0.84621,0.86176,0.86527,0.87230,0.87864,1.01996,1.01996,1.01981,1.02000,0.00000
11.09000,0.00000,0.74252,0.76017,0.78030,0.79516,0.80739,0.82873,0.83863,0.84825,0.86436,0.86527,0.87362,0.87883,1.01986,1.01991,1.02001,1.01984,0.00000
11.10000,0.00000,0.74049,0.76374,0.77782,0.79668,0.81690,0.82718,0.83878,0.84888,0.86245,0.86645,0.87321,0.88086,1.01986,1.02006,1.01981,1.02000,0.00000
11.11000,0.00000,0.74095,0.76169,0.77898,0.79405,0.81684,0.82780,0.83883,0.84815,0.86330,0.86696,0.87534,0.87917,1.01975,1.02006,1.01991,1.02005,0.00000
11.12000,0.00000,0.74196,0.76643,0.77941,0.79405,0.82524,0.82868,0.83950,0.84961,0.86441,0.86691,0.87458,0.87980,1.01996,1.02001,1.02011,1.02000,0.00000
11.13000,0.00000,0.73963,0.76185,0.78194,0.79470,0.81931,0.83044,0.84077,0.85150,0.86579,0.86902,0.87675,0.88278,1.01996,1.02006,1.01991,1.02000,0.00000
11.14000,0.00000,0.73614,0.76127,0.77935,0.79627,0.81810,0.82930,0.84016,0.84998,0.86415,0.86845,0.87716,0.88312,1.01991,1.01996,1.01991,1.02000,0.00000
11.15000,0.00000,0.73659,0.75906,0.77872,0.79764,0.81606,0.83044,0.84200,0.85323,0.86637,0.87066,0.87923,0.88466,1.01996,1.02001,1.02001,1.02005,0.00000
11.16000,0.00000,0.73948,0.75948,0.78078,0.79820,0.81763,0.82992,0.84169,0.85317,0.86663,0.87071,0.87761,0.88355,1.02001,1.01986,1.02001,1.01989,0.00000
11.17000,0.00000,0.74419,0.77026,0.78432,0.79880,0.82493,0.83126,0.84266,0.85344,0.86806,0.87220,0.87943,0.88394,1.01996,1.01991,1.01991,1.01984,0.00000
11.18000,0.00000,0.73675,0.75617,0.78004,0.79450,0.80797,0.82878,0.84067,0.85024,0.86457,0.87133,0.87817,0.88211,1.02001,1.02006,1.02006,1.01995,0.00000
11.19000,0.00000,0.73563,0.75433,0.77375,0.78964,0.80703,0.82553,0.83822,0.84778,0.86145,0.86635,0.87311,0.87734,1.01986,1.01986,1.02001,1.02000,0.00000
11.20000,0.00000,0.74044,0.76385,0.77888,0.79313,0.80981,0.82713,0.83939,0.85171,0.86499,0.86835,0.87377,0.87931,1.01991,1.01996,1.02006,1.01989,0.00000
11.21000,0.00000,0.74150,0.76238,0.77666,0.79167,0.80582,0.82595,0.83832,0.84956,0.86452,0.86866,0.87463,0.87946,1.02001,1.02006,1.01996,1.02011,0.00000
11.22000,0.00000,0.74338,0.75749,0.77745,0.78969,0.80031,0.82424,0.83699,0.84919,0.86378,0.86645,0.87326,0.87850,1.01986,1.01996,1.01996,1.01989,0.00000
11.23000,0.00000,0.73902,0.76232,0.77645,0.79162,0.80855,0.82331,0.83628,0.84815,0.86150,0.86589,0.87301,0.87936,1.02001,1.02011,1.01991,1.01995,0.00000
11.24000,0.00000,0.74576,0.77105,0.78253,0.79830,0.81758,0.82718,0.83883,0.85181,0.86536,0.87148,0.87741,0.88384,1.01981,1.02006,1.02001,1.01989,0.00000
11.25000,0.00000,0.73983,0.75933,0.77972,0.79642,0.81417,0.82610,0.83955,0.85270,0.86489,0.86979,0.87781,0.88399,1.01986,1.02001,1.01991,1.01995,0.00000
11.26000,0.00000,0.73659,0.76353,0.77824,0.79566,0.81863,0.82553,0.83929,0.85176,0.86393,0.87128,0.87877,0.88408,1.01996,1.01991,1.01996,1.01995,0.00000
11.27000,0.00000,0.74100,0.76101,0.78142,0.79597,0.81495,0.82739,0.84026,0.85364,0.86769,0.87328,0.88054,0.88539,1.01996,1.01991,1.01996,1.02011,0.00000
11.28000,0.00000,0.73953,0.75996,0.77941,0.79506,0.80928,0.82744,0.84082,0.85406,0.86748,0.87215,0.87791,0.88336,1.02001,1.02001,1.01991,1.02005,0.00000
11.29000,0.00000,0.73680,0.75239,0.78009,0.79227,0.80440,0.82713,0.83990,0.85118,0.86505,0.87030,0.87690,0.88163,1.01996,1.02001,1.02001,1.01989,0.00000
11.30000,0.00000,0.74069,0.76080,0.77856,0.79268,0.81002,0.82600,0.83955,0.85014,0.86076,0.86681,0.87397,0.87893,1.02001,1.01996,1.02001,1.01995,0.00000
11.31000,0.00000,0.73953,0.75670,0.77586,0.78969,0.80703,0.82502,0.83883,0.84789,0.85917,0.86835,0.87544,0.88163,1.01991,1.02001,1.01986,1.01995,0.00000
11.32000,0.00000,0.73968,0.76432,0.77787,0.79334,0.81873,0.82631,0.83919,0.84914,0.86092,0.86563,0.87316,0.87965,1.01996,1.01996,1.01986,1.01995,0.00000
11.33000,0.00000,0.74282,0.76543,0.78142,0.79602,0.81553,0.82827,0.84087,0.85176,0.86399,0.87035,0.87761,0.88312,1.01996,1.01996,1.01991,1.02011,0.00000
11.34000,0.00000,0.74368,0.76453,0.78131,0.79906,0.81107,0.82894,0.84189,0.85291,0.86452,0.86984,0.87791,0.88476,1.01991,1.02001,1.01991,1.01995,0.00000
11.35000,0.00000,0.74206,0.76427,0.78094,0.79647,0.81501,0.82951,0.84164,0.85207,0.86383,0.87087,0.87807,0.88327,1.02001,1.01996,1.01996,1.01995,0.00000
11.36000,0.00000,0.74044,0.76201,0.78099,0.79541,0.80603,0.82915,0.84189,0.85286,0.86489,0.86845,0.87554,0.88062,1.01991,1.01996,1.01991,1.01995,0.00000
11.37000,0.00000,0.73740,0.75517,0.77909,0.79167,0.81175,0.82786,0.84118,0.85197,0.86314,0.86609,0.87306,0.88047,1.01996,1.02011,1.02001,1.01989,0.00000
11.38000,0.00000,0.73133,0.75002,0.77782,0.79278,0.81186,0.82760,0.83980,0.84883,0.86012,0.86599,0.87281,0.88028,1.01991,1.01991,1.02001,1.01984,0.00000
11.39000,0.00000,0.73589,0.75712,0.77729,0.79293,0.81348,0.82760,0.83995,0.84988,0.86017,0.86619,0.87372,0.88110,1.02001,1.01996,1.01991,1.02000,0.00000
11.40000,0.00000,0.73153,0.74907,0.77354,0.78747,0.80346,0.82543,0.83796,0.84668,0.85790,0.86316,0.87114,0.87671,1.01991,1.01996,1.01981,1.02000,0.00000
11.41000,0.00000,0.73204,0.74965,0.76788,0.78747,0.80340,0.82373,0.83613,0.84532,0.85631,0.86075,0.86911,0.87536,1.01986,1.02001,1.01986,1.02005,0.00000
11.42000,0.00000,0.73675,0.75533,0.77179,0.78888,0.81249,0.82507,0.83735,0.84762,0.85859,0.86291,0.87139,0.87859,1.02001,1.01991,1.02001,1.02000,0.00000
11.43000,0.00000,0.73670,0.75938,0.77142,0.79050,0.81285,0.82641,0.83858,0.84935,0.86182,0.86532,0.87427,0.88124,1.01996,1.02001,1.02011,1.01995,0.00000
11.44000,0.00000,0.73988,0.76285,0.77565,0.79232,0.81669,0.82749,0.83995,0.85134,0.86266,0.86820,0.87604,0.88124,1.01991,1.01996,1.01996,1.01984,0.00000
11.45000,0.00000,0.74338,0.76185,0.77877,0.79278,0.81831,0.82842,0.84036,0.85166,0.86483,0.86784,0.87660,0.88066,1.01986,1.02001,1.02001,1.02000,0.00000
11.46000,0.00000,0.74277,0.75906,0.78015,0.79739,0.81564,0.83054,0.84205,0.85480,0.86632,0.86943,0.87802,0.88322,1.01996,1.01991,1.01986,1.01995,0.00000
11.47000,0.00000,0.74556,0.76700,0.77608,0.79713,0.82955,0.82878,0.84138,0.85281,0.86224,0.86686,0.87609,0.88042,1.01996,1.01996,1.01991,1.02005,0.00000
11.48000,0.00000,0.75016,0.76879,0.78274,0.80037,0.82493,0.83405,0.84475,0.85700,0.87013,0.87390,0.88115,0.88707,1.01981,1.02001,1.01991,1.01995,0.00000
11.49000,0.00000,0.74788,0.76969,0.78247,0.79956,0.81805,0.83193,0.84394,0.85485,0.86552,0.86758,0.87594,0.87956,1.02001,1.01996,1.01991,1.02000,0.00000
11.50000,0.00000,0.74090,0.76185,0.77967,0.79642,0.81275,0.83064,0.84317,0.85354,0.86663,0.86558,0.87351,0.87801,1.02001,1.01991,1.01996,1.02016,0.00000
11.51000,0.00000,0.74940,0.76385,0.77914,0.79815,0.80472,0.82847,0.84235,0.85364,0.86552,0.86840,0.87417,0.87984,1.01996,1.01991,1.01996,1.02000,0.00000
11.52000,0.00000,0.74176,0.75770,0.77988,0.79359,0.80482,0.82765,0.84189,0.85406,0.86589,0.86732,0.87402,0.87946,1.01996,1.02016,1.01996,1.02005,0.00000
11.53000,0.00000,0.73872,0.75785,0.77740,0.79146,0.80897,0.82718,0.84026,0.85118,0.86431,0.86635,0.87412,0.87965,1.01996,1.02006,1.01996,1.01989,0.00000
11.54000,0.00000,0.74272,0.76017,0.77544,0.79157,0.81805,0.82636,0.83990,0.85092,0.86187,0.86537,0.87260,0.87936,1.01981,1.01991,1.01996,1.01984,0.00000
11.55000,0.00000,0.74059,0.75454,0.77734,0.78954,0.80456,0.82620,0.83919,0.84857,0.86044,0.86512,0.87266,0.87681,1.01996,1.01996,1.01996,1.01984,0.00000
11.56000,0.00000,0.73675,0.76075,0.77423,0.79025,0.81096,0.82388,0.83802,0.84872,0.86097,0.86794,0.87463,0.88090,1.01991,1.01981,1.01991,1.01989,0.00000
11.57000,0.00000,0.74150,0.76590,0.77750,0.79425,0.80923,0.82373,0.83766,0.84899,0.86134,0.86804,0.87665,0.88249,1.01996,1.01996,1.01986,1.01995,0.00000
11.58000,0.00000,0.74156,0.76069,0.77882,0.79597,0.80508,0.82367,0.83694,0.84710,0.86113,0.86640,0.87544,0.88192,1.01996,1.02001,1.02006,1.01989,0.00000
11.59000,0.00000,0.73477,0.75102,0.77512,0.78863,0.79915,0.82084,0.83495,0.84558,0.85922,0.86589,0.87478,0.87845,1.01996,1.02001,1.01991,1.01995,0.00000
11.60000,0.00000,0.73745,0.75475,0.77502,0.79238,0.80304,0.81985,0.83388,0.84537,0.85790,0.86599,0.87331,0.87999,1.02001,1.01991,1.01981,1.01989,0.00000
11.61000,0.00000,0.73472,0.75344,0.77253,0.78777,0.80104,0.81929,0.83388,0.84611,0.85975,0.86409,0.87266,0.87888,1.01991,1.01991,1.01991,1.01995,0.00000
11.62000,0.00000,0.73897,0.75538,0.77021,0.79000,0.79647,0.81949,0.83414,0.84689,0.85848,0.86250,0.87073,0.87715,1.01996,1.02001,1.01996,1.02016,0.00000
11.63000,0.00000,0.73568,0.76096,0.77021,0.79146,0.81364,0.81882,0.83373,0.84511,0.85710,0.86347,0.87089,0.87874,1.01991,1.02011,1.02006,1.01995,0.00000
11.64000,0.00000,0.74475,0.76727,0.77549,0.79577,0.81879,0.82114,0.83587,0.84867,0.86250,0.86927,0.87665,0.88524,1.02001,1.02001,1.01996,1.02000,0.00000
11.65000,0.00000,0.74601,0.77489,0.77956,0.80088,0.81910,0.82543,0.83919,0.85370,0.86685,0.87087,0.87908,0.88861,1.01986,1.02011,1.01991,1.01995,0.00000
11.66000,0.00000,0.74237,0.76238,0.78068,0.79243,0.80225,0.82595,0.83878,0.84998,0.86515,0.86927,0.87706,0.88336,1.02001,1.01991,1.01991,1.01984,0.00000
11.67000,0.00000,0.74404,0.76506,0.77597,0.79561,0.80876,0.82311,0.83725,0.84904,0.86224,0.87133,0.87893,0.88548,1.02001,1.02001,1.01996,1.01989,0.00000
11.68000,0.00000,0.74333,0.76364,0.77835,0.79263,0.80797,0.82290,0.83618,0.84527,0.85896,0.86758,0.87640,0.88163,1.01986,1.01991,1.01981,1.02016,0.00000
11.69000,0.00000,0.75224,0.77710,0.78411,0.79870,0.81726,0.82543,0.83858,0.85019,0.86118,0.86917,0.87685,0.88351,1.01996,1.02001,1.01986,1.01995,0.00000
11.70000,0.00000,0.74773,0.76585,0.78490,0.79840,0.81270,0.82687,0.83955,0.84919,0.86235,0.86907,0.87660,0.88168,1.02001,1.01991,1.02001,1.01989,0.00000
11.71000,0.00000,0.74986,0.77426,0.78723,0.80189,0.82551,0.82796,0.83955,0.85045,0.86298,0.87128,0.87923,0.88380,1.01986,1.02006,1.02001,1.02000,0.00000
11.72000,0.00000,0.75143,0.77274,0.78686,0.80361,0.82435,0.82987,0.84215,0.85396,0.86674,0.87123,0.87842,0.88543,1.01991,1.01986,1.01991,1.01989,0.00000
11.73000,0.00000,0.74971,0.76785,0.78448,0.80214,0.81879,0.82940,0.84230,0.85281,0.86573,0.86994,0.87817,0.88375,1.02001,1.01996,1.01996,1.01989,0.00000
11.74000,0.00000,0.74961,0.76616,0.78321,0.79936,0.81201,0.82956,0.84174,0.85406,0.86579,0.86984,0.87741,0.88413,1.02001,1.02001,1.01991,1.01995,0.00000
11.75000,0.00000,0.74297,0.76201,0.78168,0.79612,0.81868,0.82951,0.84281,0.85715,0.86918,0.86927,0.87766,0.88442,1.02007,1.01991,1.02001,1.01984,0.00000
11.76000,0.00000,0.74211,0.76027,0.78353,0.79531,0.81459,0.82992,0.84286,0.85574,0.86828,0.87076,0.87938,0.88355,1.01986,1.01991,1.01986,1.02000,0.00000
11.77000,0.00000,0.73680,0.75365,0.77465,0.78797,0.80666,0.82595,0.84072,0.85166,0.86229,0.86399,0.87392,0.87806,1.01986,1.02001,1.02006,1.01989,0.00000
11.78000,0.00000,0.73806,0.75554,0.77444,0.78792,0.80745,0.82538,0.84006,0.85145,0.86367,0.86476,0.87367,0.87888,1.01996,1.02001,1.01991,1.02000,0.00000
11.79000,0.00000,0.73907,0.75544,0.77433,0.78909,0.81590,0.82450,0.83934,0.85014,0.86240,0.86578,0.87306,0.87888,1.02007,1.01996,1.01986,1.02005,0.00000
11.80000,0.00000,0.74302,0.76338,0.77824,0.79263,0.81039,0.82693,0.84082,0.85260,0.86478,0.86902,0.87620,0.88312,1.02001,1.02001,1.02006,1.01995,0.00000
11.81000,0.00000,0.74161,0.76537,0.78120,0.79253,0.81480,0.82837,0.84159,0.85323,0.86626,0.87051,0.87867,0.88495,1.01986,1.01991,1.02006,1.01989,0.00000
11.82000,0.00000,0.75421,0.77763,0.78480,0.79698,0.82026,0.83023,0.84297,0.85459,0.86732,0.87056,0.87913,0.88461,1.01996,1.01986,1.01996,1.02000,0.00000
11.83000,0.00000,0.75138,0.77768,0.78538,0.80113,0.82052,0.82961,0.84220,0.85302,0.86716,0.87112,0.87923,0.88437,1.01991,1.01996,1.01996,1.02000,0.00000
11.84000,0.00000,0.75442,0.77189,0.78813,0.80548,0.81695,0.83266,0.84475,0.85605,0.86971,0.87467,0.88226,0.88751,1.02007,1.02001,1.01981,1.02000,0.00000
11.85000,0.00000,0.74733,0.76138,0.78490,0.79860,0.81511,0.82935,0.84205,0.85045,0.86314,0.86845,0.87756,0.88172,1.02001,1.01986,1.02001,1.01989,0.00000
11.86000,0.00000,0.74287,0.76206,0.78089,0.79653,0.81401,0.82703,0.84031,0.85029,0.86171,0.86804,0.87614,0.88168,1.01986,1.02001,1.02006,1.02005,0.00000
11.87000,0.00000,0.74697,0.76301,0.78136,0.79688,0.81333,0.82811,0.84128,0.85186,0.86542,0.87179,0.87883,0.88563,1.01991,1.01991,1.02006,1.01995,0.00000
11.88000,0.00000,0.74404,0.75948,0.78131,0.79470,0.80456,0.82817,0.84077,0.85113,0.86298,0.87004,0.87797,0.88370,1.02007,1.01996,1.01981,1.02011,0.00000
11.89000,0.00000,0.74373,0.76401,0.78062,0.79602,0.80955,0.82584,0.84016,0.84956,0.86203,0.86999,0.87802,0.88331,1.02012,1.01991,1.02001,1.02005,0.00000
11.90000,0.00000,0.75335,0.77573,0.78712,0.80386,0.81684,0.82971,0.84317,0.85558,0.86881,0.87431,0.88176,0.88688,1.01996,1.02006,1.01991,1.02000,0.00000
11.91000,0.00000,0.74500,0.76280,0.78543,0.80149,0.81196,0.82878,0.84246,0.85396,0.86637,0.87436,0.88115,0.88669,1.01991,1.02001,1.01981,1.01989,0.00000
11.92000,0.00000,0.74692,0.76579,0.78427,0.79992,0.81207,0.82801,0.84128,0.85186,0.86457,0.87097,0.87832,0.88288,1.02001,1.01991,1.01996,1.02000,0.00000
