IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 11:15:27 26-11-2020
Barometric pressure: 1.0199 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(363.5mm),Ch18(383.5mm),Ch19(403.5mm),Ch20(423.5mm),Ch21(443.5mm),Ch22(463.5mm),Ch23(483.5mm),Ch24(503.5mm),Ch25(523.5mm),Ch26(543.5mm),Ch27(563.5mm),Ch28(583.5mm),Ch29(0.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
1.41000,0.00000,1.02050,1.02004,1.02100,1.02093,1.01948,1.02136,1.02095,1.02094,1.02096,1.02096,1.02106,1.02075,1.02001,1.02001,1.01996,1.02000,0.00000
1.42000,0.00000,1.01944,1.01878,1.02031,1.01977,1.01832,1.02059,1.02044,1.02010,1.02006,1.02014,1.02010,1.01969,1.02001,1.02001,1.01996,1.01984,0.00000
1.43000,0.00000,1.01857,1.01836,1.01935,1.01906,1.01822,1.01991,1.01983,1.01942,1.01937,1.01927,1.01934,1.01906,1.01991,1.02001,1.01996,1.01989,0.00000
1.44000,0.00000,1.01888,1.01888,1.01903,1.01911,1.01885,1.01966,1.01957,1.01927,1.01921,1.01906,1.01914,1.01906,1.01996,1.02006,1.01996,1.02000,0.00000
1.45000,0.00000,1.01959,1.02036,1.01962,1.01982,1.02069,1.01976,1.01983,1.01974,1.01964,1.01957,1.01964,1.01979,1.02001,1.01991,1.02001,1.02000,0.00000
1.46000,0.00000,1.02147,1.02189,1.02036,1.02098,1.02201,1.02038,1.02049,1.02068,1.02064,1.02060,1.02051,1.02094,1.01986,1.02001,1.01991,1.02011,0.00000
1.47000,0.00000,1.02187,1.02220,1.02142,1.02154,1.02238,1.02074,1.02106,1.02115,1.02133,1.02137,1.02132,1.02162,1.01991,1.01996,1.01991,1.02000,0.00000
1.48000,0.00000,1.02147,1.02178,1.02137,1.02169,1.02106,1.02100,1.02121,1.02131,1.02139,1.02137,1.02142,1.02147,1.01996,1.02001,1.01996,1.01995,0.00000
1.49000,0.00000,1.02106,1.01994,1.02100,1.02078,1.01959,1.02085,1.02090,1.02089,1.02107,1.02076,1.02106,1.02075,1.01996,1.01981,1.01996,1.01989,0.00000
1.50000,0.00000,1.01964,1.01988,1.02036,1.02022,1.01911,1.02048,1.02044,1.02021,1.02022,1.02014,1.02025,1.02017,1.01996,1.01996,1.01996,1.02005,0.00000
1.51000,0.00000,1.01918,1.01809,1.01994,1.01916,1.01801,1.02007,1.01983,1.01969,1.01985,1.01957,1.01964,1.01906,1.01991,1.02006,1.02001,1.01995,0.00000
1.52000,0.00000,1.01817,1.01846,1.01872,1.01885,1.01785,1.01935,1.01927,1.01911,1.01889,1.01880,1.01909,1.01877,1.02001,1.01991,1.02011,1.01995,0.00000
1.53000,0.00000,1.01842,1.01804,1.01888,1.01840,1.01859,1.01919,1.01911,1.01879,1.01889,1.01870,1.01883,1.01858,1.02001,1.01991,1.01996,1.01984,0.00000
1.54000,0.00000,1.01929,1.02015,1.01903,1.01951,1.02001,1.01940,1.01927,1.01937,1.01937,1.01942,1.01934,1.01969,1.02001,1.02001,1.02001,1.02005,0.00000
1.55000,0.00000,1.02091,1.02125,1.02004,1.02043,1.02190,1.01986,1.01993,1.02016,1.02011,1.02024,1.02010,1.02061,1.01991,1.01991,1.02001,1.01989,0.00000
1.56000,0.00000,1.02177,1.02241,1.02094,1.02164,1.02248,1.02069,1.02075,1.02100,1.02107,1.02127,1.02111,1.02162,1.01996,1.02001,1.01991,1.01989,0.00000
1.57000,0.00000,1.02213,1.02205,1.02137,1.02164,1.02138,1.02095,1.02111,1.02147,1.02144,1.02148,1.02142,1.02157,1.01991,1.01991,1.02006,1.01995,0.00000
1.58000,0.00000,1.02091,1.02067,1.02137,1.02098,1.02038,1.02079,1.02075,1.02084,1.02107,1.02091,1.02111,1.02090,1.01996,1.01996,1.01981,1.02016,0.00000
1.59000,0.00000,1.01989,1.01936,1.02078,1.02002,1.01932,1.02059,1.02039,1.02042,1.02043,1.02040,1.02045,1.02012,1.01996,1.02011,1.01986,1.01989,0.00000
1.60000,0.00000,1.01908,1.01930,1.01978,1.01972,1.01885,1.02002,1.01998,1.01990,1.01980,1.01973,1.01985,1.01969,1.01996,1.02006,1.01996,1.01989,0.00000
1.61000,0.00000,1.01934,1.01867,1.01930,1.01921,1.01801,1.01976,1.01968,1.01942,1.01948,1.01942,1.01939,1.01906,1.01996,1.02001,1.01991,1.02000,0.00000
1.62000,0.00000,1.01888,1.01888,1.01925,1.01896,1.01875,1.01940,1.01957,1.01916,1.01921,1.01927,1.01919,1.01921,1.01996,1.02001,1.01996,1.01989,0.00000
1.63000,0.00000,1.01929,1.01957,1.01946,1.01926,1.01996,1.01940,1.01952,1.01942,1.01932,1.01932,1.01929,1.01930,1.02001,1.01991,1.02001,1.01995,0.00000
1.64000,0.00000,1.02040,1.02041,1.01983,1.02017,1.02080,1.01986,1.01983,1.02005,1.02006,1.02004,1.01995,1.02007,1.01991,1.01991,1.02001,1.01984,0.00000
1.65000,0.00000,1.02116,1.02189,1.02047,1.02109,1.02227,1.02033,1.02049,1.02068,1.02064,1.02065,1.02061,1.02094,1.01991,1.02006,1.02001,1.01995,0.00000
1.66000,0.00000,1.02187,1.02178,1.02153,1.02159,1.02227,1.02100,1.02095,1.02115,1.02144,1.02122,1.02132,1.02133,1.01991,1.01996,1.01986,1.02000,0.00000
1.67000,0.00000,1.02137,1.02147,1.02137,1.02154,1.02095,1.02100,1.02111,1.02121,1.02139,1.02127,1.02142,1.02143,1.01996,1.02001,1.01986,1.01995,0.00000
1.68000,0.00000,1.02071,1.02020,1.02089,1.02058,1.01974,1.02074,1.02080,1.02058,1.02086,1.02065,1.02066,1.02075,1.01991,1.02001,1.01981,1.01995,0.00000
1.69000,0.00000,1.01984,1.01915,1.02009,1.02007,1.01838,1.02038,1.02029,1.02016,1.02011,1.02019,1.02015,1.01998,1.01991,1.01996,1.01991,1.02000,0.00000
1.70000,0.00000,1.01929,1.01867,1.01978,1.01926,1.01785,1.01997,1.01978,1.01953,1.01974,1.01957,1.01959,1.01940,1.01991,1.02006,1.01991,1.01984,0.00000
1.71000,0.00000,1.01883,1.01836,1.01935,1.01890,1.01843,1.01966,1.01947,1.01921,1.01921,1.01911,1.01914,1.01882,1.02001,1.02001,1.02011,1.01995,0.00000
1.72000,0.00000,1.01888,1.01894,1.01898,1.01906,1.01927,1.01935,1.01927,1.01906,1.01916,1.01911,1.01904,1.01892,1.01996,1.02006,1.01996,1.01995,0.00000
1.73000,0.00000,1.01944,1.02036,1.01930,1.01972,1.02069,1.01940,1.01952,1.01948,1.01942,1.01937,1.01934,1.01969,1.01991,1.02006,1.01996,1.01984,0.00000
1.74000,0.00000,1.02061,1.02099,1.01988,1.02048,1.02190,1.01986,1.01988,1.02016,1.02001,1.02014,1.02005,1.02036,1.01986,1.02006,1.02016,1.01995,0.00000
1.75000,0.00000,1.02142,1.02178,1.02078,1.02109,1.02201,1.02048,1.02049,1.02073,1.02070,1.02076,1.02076,1.02109,1.02006,1.01986,1.02001,1.02005,0.00000
1.76000,0.00000,1.02172,1.02131,1.02153,1.02129,1.02069,1.02090,1.02101,1.02105,1.02123,1.02127,1.02121,1.02123,1.02001,1.01996,1.02001,1.01995,0.00000
1.77000,0.00000,1.02121,1.02036,1.02084,1.02098,1.01922,1.02079,1.02080,1.02084,1.02102,1.02101,1.02096,1.02080,1.01991,1.02001,1.01991,1.01989,0.00000
1.78000,0.00000,1.02000,1.01941,1.02041,1.02007,1.01927,1.02022,1.02039,1.02010,1.02033,1.02009,1.02020,1.01998,1.01986,1.02001,1.01996,1.02000,0.00000
1.79000,0.00000,1.01918,1.01920,1.01956,1.01946,1.01911,1.01986,1.01978,1.01974,1.01974,1.01973,1.01959,1.01959,1.01986,1.01996,1.02001,1.02000,0.00000
1.80000,0.00000,1.01878,1.01909,1.01925,1.01926,1.01880,1.01966,1.01942,1.01927,1.01927,1.01921,1.01929,1.01921,1.01980,1.01996,1.01986,1.01995,0.00000
1.81000,0.00000,1.01893,1.01904,1.01909,1.01911,1.01922,1.01935,1.01952,1.01916,1.01927,1.01916,1.01914,1.01906,1.01996,1.02001,1.01991,1.02005,0.00000
1.82000,0.00000,1.01923,1.01941,1.01925,1.01926,1.01980,1.01935,1.01932,1.01927,1.01921,1.01932,1.01929,1.01930,1.01991,1.02011,1.01991,1.01984,0.00000
1.83000,0.00000,1.01989,1.02015,1.01972,1.01987,1.02022,1.01960,1.01973,1.01969,1.01969,1.01978,1.01975,1.01979,1.01996,1.01996,1.01996,1.01995,0.00000
1.84000,0.00000,1.02081,1.02078,1.02036,1.02058,1.02090,1.02017,1.02003,1.02037,1.02043,1.02045,1.02035,1.02061,1.02001,1.01986,1.02001,1.01989,0.00000
1.85000,0.00000,1.02137,1.02141,1.02073,1.02109,1.02111,1.02043,1.02055,1.02079,1.02096,1.02091,1.02096,1.02094,1.01996,1.01996,1.02016,1.02005,0.00000
1.86000,0.00000,1.02106,1.02110,1.02110,1.02104,1.02085,1.02069,1.02065,1.02084,1.02086,1.02091,1.02096,1.02099,1.01996,1.01991,1.01991,1.02000,0.00000
1.87000,0.00000,1.02066,1.02031,1.02078,1.02073,1.01990,1.02069,1.02049,1.02063,1.02059,1.02060,1.02071,1.02056,1.01991,1.02006,1.01996,1.01989,0.00000
1.88000,0.00000,1.02035,1.02025,1.02031,1.02043,1.01985,1.02033,1.02039,1.02052,1.02038,1.02029,1.02035,1.02036,1.01986,1.02001,1.02006,1.01995,0.00000
1.89000,0.00000,1.02005,1.01994,1.02025,1.01997,1.02006,1.02017,1.02009,1.02016,1.02017,1.02014,1.02005,1.02007,1.01991,1.01996,1.01996,1.01979,0.00000
1.90000,0.00000,1.01984,1.02004,1.01999,1.02002,1.01990,1.02002,1.02009,1.02000,1.01990,1.02009,1.01995,1.02007,1.01986,1.02001,1.01991,1.01989,0.00000
1.91000,0.00000,1.01995,1.02015,1.01999,1.02007,1.02043,1.02017,1.02003,1.02005,1.02006,1.02004,1.01995,1.01998,1.01996,1.01991,1.02006,1.01984,0.00000
1.92000,0.00000,1.02025,1.02020,1.02015,1.02038,1.02038,1.02012,1.02009,1.02021,1.02017,1.02019,1.02010,1.02027,1.01996,1.01996,1.01991,1.01989,0.00000
1.93000,0.00000,1.02071,1.02052,1.02052,1.02063,1.02059,1.02038,1.02034,1.02058,1.02054,1.02045,1.02045,1.02041,1.01996,1.01991,1.02011,1.01984,0.00000
1.94000,0.00000,1.02076,1.02052,1.02068,1.02078,1.02038,1.02059,1.02039,1.02063,1.02080,1.02055,1.02066,1.02070,1.01986,1.02006,1.01996,1.01984,0.00000
1.95000,0.00000,1.02091,1.02073,1.02084,1.02083,1.02043,1.02053,1.02070,1.02063,1.02075,1.02076,1.02076,1.02070,1.01991,1.01991,1.02006,1.02000,0.00000
1.96000,0.00000,1.02071,1.02036,1.02057,1.02078,1.02038,1.02064,1.02044,1.02063,1.02070,1.02065,1.02056,1.02065,1.02006,1.02001,1.02006,1.01989,0.00000
1.97000,0.00000,1.02045,1.02015,1.02041,1.02038,1.02001,1.02043,1.02044,1.02042,1.02049,1.02040,1.02045,1.02036,1.01996,1.01996,1.01986,1.01995,0.00000
1.98000,0.00000,1.01995,1.02004,1.01988,1.02022,1.01974,1.02017,1.02029,1.02021,1.02006,1.02009,1.02010,1.02007,1.02006,1.01996,1.01996,1.01995,0.00000
1.99000,0.00000,1.01969,1.01957,1.01978,1.01977,1.02006,1.01997,1.01998,1.01990,1.01985,1.01983,1.01980,1.01974,1.02001,1.01986,1.01996,1.01989,0.00000
2.00000,0.00000,1.01959,1.01978,1.01983,1.01987,1.02022,1.02012,1.01993,1.01979,1.01974,1.01983,1.01985,1.01979,1.02001,1.02001,1.01996,1.01984,0.00000
2.01000,0.00000,1.02005,1.01994,1.02020,1.02007,1.02022,1.02007,1.01998,1.01995,1.02006,1.01999,1.02000,1.01993,1.01980,1.02001,1.01991,1.02000,0.00000
2.02000,0.00000,1.02050,1.02036,1.02031,1.02053,1.02001,1.02028,1.02029,1.02026,1.02049,1.02024,1.02015,1.02036,1.01991,1.02001,1.01991,1.01995,0.00000
2.03000,0.00000,1.02055,1.02036,1.02047,1.02053,1.02048,1.02038,1.02029,1.02052,1.02049,1.02045,1.02035,1.02041,1.01991,1.02001,1.02006,1.01989,0.00000
2.04000,0.00000,1.02045,1.02057,1.02036,1.02053,1.02022,1.02022,1.02044,1.02042,1.02043,1.02045,1.02035,1.02061,1.01986,1.01996,1.02001,1.01989,0.00000
2.05000,0.00000,1.02045,1.02041,1.02036,1.02058,1.02038,1.02033,1.02039,1.02042,1.02038,1.02040,1.02045,1.02041,1.02006,1.01996,1.02006,1.02005,0.00000
2.06000,0.00000,1.02010,1.02020,1.02020,1.02027,1.02017,1.02012,1.02029,1.02021,1.02017,1.02009,1.02020,1.02007,1.01996,1.01991,1.01986,1.02005,0.00000
2.07000,0.00000,1.01995,1.01962,1.02004,1.01992,1.01938,1.02002,1.02009,1.01990,1.02006,1.01993,1.01995,1.01983,1.01986,1.01996,1.01991,1.01995,0.00000
2.08000,0.00000,1.01929,1.01973,1.01962,1.01977,1.01964,1.01991,1.01988,1.01969,1.01969,1.01957,1.01969,1.01974,1.01986,1.02001,1.01981,1.01989,0.00000
2.09000,0.00000,1.01944,1.01973,1.01972,1.01967,1.01990,1.01986,1.01962,1.01979,1.01964,1.01973,1.01969,1.01959,1.02006,1.01991,1.02001,1.02000,0.00000
2.10000,0.00000,1.02015,1.02067,1.02004,1.02038,1.02069,1.01991,1.02003,1.02010,1.01995,1.01993,1.02015,1.02017,1.02006,1.01996,1.01981,1.02000,0.00000
2.11000,0.00000,1.02055,1.02057,1.02041,1.02043,1.02074,1.02017,1.02019,1.02016,1.02038,1.02045,1.02025,1.02032,1.01980,1.02006,1.02001,1.01989,0.00000
2.12000,0.00000,1.02101,1.02078,1.02073,1.02088,1.02022,1.02043,1.02049,1.02058,1.02059,1.02060,1.02066,1.02080,1.01996,1.02006,1.01981,1.02000,0.00000
2.13000,0.00000,1.02061,1.02067,1.02041,1.02058,1.02032,1.02043,1.02044,1.02052,1.02059,1.02045,1.02051,1.02046,1.02006,1.01996,1.01991,1.01989,0.00000
2.14000,0.00000,1.02005,1.01994,1.02015,1.02027,1.01974,1.02028,1.02019,1.02031,1.02011,1.02014,1.02020,1.02012,1.01996,1.01996,1.01996,1.02000,0.00000
2.15000,0.00000,1.02005,1.02004,1.02015,1.02007,1.01974,1.02012,1.02034,1.02016,1.02011,1.02009,1.02000,1.02017,1.01991,1.01986,1.01986,1.01984,0.00000
2.16000,0.00000,1.01979,1.01978,1.02004,1.01982,1.01974,1.01991,1.01993,1.01984,1.01985,1.01983,1.01985,1.01983,1.01991,1.02011,1.01991,1.02000,0.00000
2.17000,0.00000,1.01984,1.01962,1.01999,1.01987,1.01964,1.02002,1.01983,1.01990,1.01985,1.01988,1.01990,1.01983,1.01991,1.01996,1.02006,1.01995,0.00000
2.18000,0.00000,1.01979,1.01978,1.01978,1.01987,1.02006,1.01986,1.01998,1.01974,1.01969,1.01973,1.01954,1.01974,1.02006,1.02001,1.01991,1.01984,0.00000
2.19000,0.00000,1.02020,1.02057,1.01999,1.02022,1.02059,1.01997,1.01993,1.02010,1.02011,1.01993,1.02000,1.02012,1.01986,1.01991,1.01981,1.02000,0.00000
2.20000,0.00000,1.02066,1.02104,1.02036,1.02078,1.02127,1.02033,1.02029,1.02063,1.02054,1.02055,1.02056,1.02075,1.02006,1.01991,1.02006,1.01989,0.00000
2.21000,0.00000,1.02076,1.02031,1.02062,1.02048,1.02006,1.02038,1.02029,1.02037,1.02064,1.02040,1.02040,1.02027,1.01986,1.01996,1.01986,1.01995,0.00000
2.22000,0.00000,1.02025,1.01962,1.02036,1.02007,1.01922,1.02033,1.02014,1.02016,1.02033,1.02019,1.02020,1.02007,1.02001,1.01991,1.01996,1.01984,0.00000
2.23000,0.00000,1.01989,1.01983,1.02004,1.01997,1.02001,1.01997,1.01998,1.01990,1.01985,1.01993,1.01969,1.01988,1.01996,1.01991,1.01996,1.01989,0.00000
2.24000,0.00000,1.02045,1.02025,1.02009,1.02038,1.01985,1.02007,1.02029,1.02010,1.02017,1.02014,1.02020,1.02022,1.02001,1.01996,1.01996,1.01995,0.00000
2.25000,0.00000,1.02025,1.02057,1.02004,1.02033,1.02059,1.02012,1.02009,1.02016,1.02006,1.02014,1.02015,1.02022,1.02001,1.01991,1.01996,1.02000,0.00000
2.26000,0.00000,1.01934,1.01946,1.01978,1.01967,1.01927,1.01986,1.01983,1.01974,1.01953,1.01957,1.01969,1.01954,1.01996,1.01996,1.02006,1.01979,0.00000
2.27000,0.00000,1.01918,1.01899,1.01962,1.01951,1.01932,1.01981,1.01968,1.01963,1.01953,1.01942,1.01954,1.01935,1.02001,1.01996,1.01991,1.01995,0.00000
2.28000,0.00000,1.01984,1.02015,1.01956,1.01982,1.02048,1.01971,1.01968,1.01969,1.01974,1.01968,1.01969,1.01979,1.01986,1.01981,1.01991,1.01989,0.00000
2.29000,0.00000,1.02106,1.02099,1.02073,1.02058,1.02095,1.02017,1.02044,1.02052,1.02043,1.02060,1.02035,1.02046,1.02006,1.01986,1.02001,1.01995,0.00000
2.30000,0.00000,1.02101,1.02041,1.02052,1.02073,1.01959,1.02048,1.02049,1.02031,1.02064,1.02060,1.02040,1.02041,1.01991,1.02001,1.01986,1.02000,0.00000
2.31000,0.00000,1.01989,1.01925,1.02025,1.01982,1.01948,1.01991,1.02003,1.01990,1.01995,1.01999,1.02015,1.01974,1.01996,1.02001,1.01996,1.02005,0.00000
2.32000,0.00000,1.01995,1.02020,1.01967,1.02007,1.02032,1.01986,1.02003,1.01990,1.01980,1.01993,1.01985,1.02003,1.01986,1.02001,1.01996,1.01979,0.00000
2.33000,0.00000,1.02035,1.02120,1.02020,1.02058,1.02201,1.01997,1.02014,1.02016,1.02017,1.02019,1.02015,1.02022,1.01986,1.02001,1.02011,1.01989,0.00000
2.34000,0.00000,1.02101,1.02083,1.02100,1.02083,1.02032,1.02048,1.02055,1.02068,1.02070,1.02076,1.02066,1.02070,1.01991,1.01981,1.02006,1.01995,0.00000
2.35000,0.00000,1.01959,1.01867,1.02025,1.01972,1.01780,1.02007,1.01978,1.01974,1.01995,1.01983,1.01995,1.01959,1.01986,1.02006,1.01996,1.02000,0.00000
2.36000,0.00000,1.01842,1.01841,1.01893,1.01875,1.01822,1.01945,1.01932,1.01890,1.01900,1.01880,1.01899,1.01877,1.01996,1.01996,1.01991,1.02005,0.00000
2.37000,0.00000,1.01964,1.02067,1.01919,1.01972,1.02138,1.01955,1.01957,1.01958,1.01937,1.01947,1.01934,1.01974,1.01991,1.01996,1.01996,1.02005,0.00000
2.38000,0.00000,1.02198,1.02236,1.02068,1.02139,1.02280,1.02033,1.02070,1.02094,1.02091,1.02091,1.02091,1.02138,1.01996,1.01996,1.01991,1.01995,0.00000
2.39000,0.00000,1.02157,1.02131,1.02110,1.02124,1.02074,1.02085,1.02065,1.02089,1.02112,1.02086,1.02106,1.02104,1.02001,1.01986,1.02006,1.01995,0.00000
2.40000,0.00000,1.01903,1.01814,1.02036,1.01926,1.01711,1.02007,1.01988,1.01958,1.01974,1.01952,1.01990,1.01921,1.01991,1.01991,1.01991,1.02000,0.00000
2.41000,0.00000,1.01857,1.01830,1.01930,1.01885,1.01796,1.01955,1.01937,1.01916,1.01916,1.01901,1.01904,1.01887,1.01975,1.02011,1.01991,1.01989,0.00000
2.42000,0.00000,1.02020,1.02099,1.01951,1.02017,1.02169,1.01991,1.01973,1.02005,1.01990,1.01993,1.01980,1.02007,1.02006,1.01986,1.02001,1.01979,0.00000
2.43000,0.00000,1.02167,1.02210,1.02089,1.02139,1.02190,1.02043,1.02075,1.02073,1.02086,1.02101,1.02076,1.02123,1.01991,1.01996,1.01996,1.02000,0.00000
2.44000,0.00000,1.02035,1.01978,1.02062,1.02027,1.01906,1.02038,1.02039,1.02016,1.02038,1.02024,1.02040,1.02012,1.01991,1.01996,1.02001,1.01995,0.00000
2.45000,0.00000,1.01771,1.01767,1.01914,1.01845,1.01754,1.01935,1.01937,1.01890,1.01884,1.01870,1.01883,1.01858,1.01991,1.02001,1.01991,1.02000,0.00000
2.46000,0.00000,1.01898,1.01962,1.01903,1.01926,1.02032,1.01924,1.01942,1.01921,1.01905,1.01916,1.01909,1.01921,1.01996,1.01991,1.02006,1.01995,0.00000
2.47000,0.00000,1.02182,1.02215,1.02078,1.02114,1.02259,1.02038,1.02039,1.02079,1.02086,1.02076,1.02066,1.02099,1.02001,1.01991,1.01991,1.02005,0.00000
2.48000,0.00000,1.02233,1.02157,1.02174,1.02159,1.02022,1.02105,1.02101,1.02136,1.02160,1.02143,1.02142,1.02143,1.02001,1.02001,1.01996,1.01984,0.00000
2.49000,0.00000,1.01969,1.01894,1.02009,1.01987,1.01759,1.02022,1.01993,1.01995,1.02006,1.01993,1.02005,1.01969,1.01996,1.01996,1.01991,1.02000,0.00000
2.50000,0.00000,1.01812,1.01862,1.01856,1.01870,1.01848,1.01929,1.01927,1.01900,1.01884,1.01870,1.01883,1.01892,1.01991,1.02001,1.02001,1.01979,0.00000
2.51000,0.00000,1.01995,1.02020,1.01935,1.01972,1.02111,1.01955,1.01978,1.01963,1.01958,1.01942,1.01954,1.01983,1.02001,1.01986,1.01996,1.02000,0.00000
2.52000,0.00000,1.02137,1.02131,1.02068,1.02073,1.02180,1.02022,1.02019,1.02047,1.02054,1.02050,1.02035,1.02070,1.02001,1.01981,1.01996,1.01984,0.00000
2.53000,0.00000,1.02081,1.01999,1.02073,1.02033,1.01959,1.02028,1.02039,1.02031,1.02059,1.02045,1.02040,1.02032,1.02012,1.01996,1.01986,1.02000,0.00000
2.54000,0.00000,1.01903,1.01814,1.01988,1.01911,1.01832,1.01966,1.01968,1.01948,1.01932,1.01942,1.01954,1.01906,1.01991,1.01996,1.02006,1.01995,0.00000
2.55000,0.00000,1.01923,1.01920,1.01935,1.01936,1.01917,1.01955,1.01942,1.01942,1.01942,1.01932,1.01944,1.01925,1.02006,1.01991,1.02001,1.01989,0.00000
2.56000,0.00000,1.02066,1.02067,1.02036,1.02027,1.02085,1.01997,1.01998,1.02005,1.02017,1.02009,1.02020,1.02027,1.01986,1.02006,1.01996,1.02000,0.00000
2.57000,0.00000,1.02157,1.02104,1.02078,1.02093,1.02011,1.02053,1.02060,1.02063,1.02091,1.02096,1.02081,1.02099,1.01980,1.02011,1.01991,1.01989,0.00000
2.58000,0.00000,1.02076,1.01994,1.02025,1.02038,1.01864,1.02033,1.02029,1.02031,1.02064,1.02045,1.02035,1.02041,1.01991,1.01996,1.01986,1.01984,0.00000
2.59000,0.00000,1.01893,1.01883,1.01925,1.01941,1.01901,1.01955,1.01962,1.01942,1.01921,1.01916,1.01934,1.01930,1.02006,1.01991,1.01991,1.02005,0.00000
2.60000,0.00000,1.01893,1.01983,1.01898,1.01951,1.02111,1.01929,1.01952,1.01916,1.01905,1.01921,1.01914,1.01940,1.01991,1.01996,1.01996,1.02000,0.00000
2.61000,0.00000,1.02015,1.02089,1.01983,1.02017,1.02185,1.01991,1.01988,1.01990,1.01980,1.01988,1.01985,1.02007,1.01980,1.02001,1.02001,1.02000,0.00000
2.62000,0.00000,1.02066,1.01994,1.02073,1.02038,1.01996,1.02033,1.02029,1.02026,1.02054,1.02045,1.02040,1.02017,1.01991,1.02001,1.01991,1.02000,0.00000
2.63000,0.00000,1.01913,1.01799,1.02004,1.01906,1.01727,1.01981,1.01962,1.01927,1.01932,1.01937,1.01949,1.01896,1.01980,1.02006,1.02006,1.02000,0.00000
2.64000,0.00000,1.01852,1.01756,1.01898,1.01840,1.01727,1.01940,1.01896,1.01890,1.01879,1.01875,1.01888,1.01853,1.01996,1.02001,1.01996,1.02005,0.00000
2.65000,0.00000,1.01949,1.01988,1.01925,1.01931,1.01990,1.01929,1.01932,1.01937,1.01932,1.01932,1.01919,1.01935,1.01996,1.01991,1.01996,1.01989,0.00000
2.66000,0.00000,1.02157,1.02189,1.02020,1.02104,1.02143,1.02002,1.02014,1.02047,1.02064,1.02071,1.02040,1.02099,1.02001,1.02006,1.01986,1.02000,0.00000
2.67000,0.00000,1.02076,1.02115,1.02052,1.02068,1.02064,1.02022,1.02039,1.02031,1.02054,1.02040,1.02045,1.02065,1.02001,1.01991,1.02001,1.01995,0.00000
2.68000,0.00000,1.01852,1.01857,1.01951,1.01921,1.01764,1.01966,1.01942,1.01927,1.01921,1.01911,1.01954,1.01911,1.02006,1.01996,1.02001,1.02005,0.00000
2.69000,0.00000,1.01797,1.01836,1.01856,1.01845,1.01880,1.01893,1.01891,1.01874,1.01868,1.01860,1.01868,1.01853,1.01996,1.01996,1.02001,1.02000,0.00000
2.70000,0.00000,1.01939,1.02009,1.01914,1.01956,1.02106,1.01935,1.01932,1.01932,1.01921,1.01916,1.01919,1.01940,1.01991,1.02011,1.01991,1.02000,0.00000
2.71000,0.00000,1.02147,1.02199,1.02078,1.02093,1.02253,1.02012,1.02029,1.02058,1.02075,1.02065,1.02061,1.02099,1.01991,1.01991,1.02006,1.01984,0.00000
2.72000,0.00000,1.02127,1.02073,1.02089,1.02083,1.01996,1.02043,1.02055,1.02058,1.02075,1.02071,1.02066,1.02070,1.01991,1.02006,1.01991,1.02005,0.00000
2.73000,0.00000,1.01944,1.01804,1.02009,1.01936,1.01717,1.02007,1.01962,1.01958,1.01980,1.01973,1.01969,1.01921,1.02001,1.01991,1.02006,1.01995,0.00000
2.74000,0.00000,1.01908,1.01904,1.01925,1.01926,1.01880,1.01945,1.01952,1.01948,1.01937,1.01937,1.01934,1.01925,1.01996,1.01996,1.01996,1.01995,0.00000
2.75000,0.00000,1.02086,1.02125,1.01994,1.02053,1.02206,1.01981,1.02014,1.02026,1.02022,1.02035,1.02005,1.02061,1.02001,1.01986,1.01991,1.01995,0.00000
2.76000,0.00000,1.02182,1.02241,1.02115,1.02175,1.02216,1.02069,1.02085,1.02115,1.02123,1.02117,1.02121,1.02162,1.02012,1.01986,1.01996,1.01995,0.00000
2.77000,0.00000,1.02066,1.02041,1.02078,1.02073,1.01964,1.02053,1.02049,1.02047,1.02070,1.02055,1.02056,1.02036,1.01991,1.01996,1.01996,1.01989,0.00000
2.78000,0.00000,1.01868,1.01799,1.01972,1.01911,1.01738,1.01991,1.01968,1.01927,1.01932,1.01932,1.01949,1.01906,1.01996,1.02001,1.01991,1.01989,0.00000
2.79000,0.00000,1.01883,1.01894,1.01914,1.01916,1.01917,1.01940,1.01952,1.01927,1.01916,1.01921,1.01924,1.01925,1.01996,1.02001,1.02001,1.01979,0.00000
2.80000,0.00000,1.02101,1.02162,1.01988,1.02068,1.02201,1.02007,1.02019,1.02010,1.02022,1.02029,1.02025,1.02065,1.01991,1.01996,1.01996,1.02000,0.00000
2.81000,0.00000,1.02167,1.02157,1.02110,1.02114,1.02148,1.02059,1.02065,1.02073,1.02091,1.02076,1.02091,1.02090,1.02006,1.01981,1.02001,1.02000,0.00000
2.82000,0.00000,1.02030,1.01967,1.02057,1.02012,1.01927,1.02028,1.02029,1.02031,1.02038,1.02024,1.02045,1.02007,1.01996,1.01996,1.01996,1.02000,0.00000
2.83000,0.00000,1.01852,1.01788,1.01914,1.01875,1.01769,1.01950,1.01947,1.01916,1.01905,1.01901,1.01909,1.01868,1.01986,1.02006,1.01986,1.01995,0.00000
